address,description,info,overview
"{'street_name': 'Bronlaan 95', 'postal_code': '8300', 'town_name': 'Knokke-Zoute'}",Renovation obligation: no,"{'Construction year': '1973', 'Number of floors': '2', 'Building condition': 'To renovate', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Outdoor parking spaces': '4', 'Living area': '355 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '5', 'Bathrooms': '3', 'Toilets': '4', 'Armored door': 'No', 'Surface of the plot': '1611 m²\nsquare meters', 'Primary energy consumption': '277 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '20210925-0002468779-RES-1', 'CO₂ emission': '25687 kg CO₂/m²', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'B', 'G-score': 'C', 'Cadastral income': '€ 3,609\n3609 €', 'Tenement building': 'No', 'Address': 'Kustlaan 277\n8300 - Knokke-Heist', 'Website': 'http://www.knokkerealestate.com', 'External reference': '7811'}",5 bedrooms
"{'street_name': 'Bronlaan 95', 'postal_code': '8300', 'town_name': 'Knokke'}","Detached villa located in 2nd line on a quiet location in the Zoute, near the Royal Zoute Tennis Club, the Zwin and the beach.Layout of the villa:Entrance hall with checkroom and guest toilet. Bright living room opening onto the covered terrace and garden, fully equipped kitchen. Beautiful southwest oriented garden with access to the Zoutedijkske. On the second floor we find 5 full bedrooms and 3 bathrooms. Spacious attic. Garage for 2 cars, laundry room and technical room. Space for several cars in the outdoor parking lot. Renovation obligation: NOT_APPLICABLE","{'Construction year': '1973', 'Building condition': 'To renovate', 'Covered parking spaces': '2', 'Living area': '355 m²\nsquare meters', 'Bedrooms': '5', 'Bathrooms': '3', 'Surface of the plot': '1611 m²\nsquare meters', 'Primary energy consumption': '277 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '20210925-0002468779-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Fuel oil', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'C', 'G-score': 'B', 'Cadastral income': '€ 3,609\n3609 €', 'Tenement building': 'No', 'Address': 'Sparrendreef 90 – Kustlaan 239 – Duinbergenlaan 92\n8300 - Knokke-Heist', 'Website': 'http://www.pallen.be', 'External reference': 'Bronlaan 95'}",5 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '8300', 'town_name': 'Knokke-Heist Knokke'}","Detached villa for sale in the Zoute, very quietly situated on the second line near the Royal Zoute Tennis Club, the beach and the Zwin. Layout of the villa: entrance with cloak room and guest toilet. Spacious and bright living room with sitting area and dining area. Separate fully equipped kitchen. Pleasant covered terrace accessible from both the kitchen and the living room. Spacious garden with perfect orientation and direct access to the Zoutedijkske. The villa has 5 full bedrooms and 3 bathrooms. Large attic that can be converted into a 6th bedroom. Indoor garage for 2 cars, laundry room and technical room. Several parking spaces in front of the villa.","{'Available as of': 'After signing the deed', 'Building condition': 'To renovate', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '7', 'Living area': '355 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '5', 'Bathrooms': '3', 'Attic': 'Yes', 'Surface of the plot': '1611 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '277 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'C', 'Reference number of the EPC report': '2954263', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Cadastral income': '€ 3,609\n3609 €', 'Tenement building': 'No', 'Address': 'Sparrendreef 80\n8300 - Knokke', 'Website': 'http://www.immobrownknokke.be', 'External reference': '5485385'}",5 bedrooms
"{'street_name': 'Zeeuwspad 24', 'postal_code': '8300', 'town_name': 'Knokke-Zoute'}",Renovation obligation: no,"{'Construction year': '2005', 'Number of floors': '2', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '2', 'Outdoor parking spaces': '4', 'Living area': '535 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '5', 'Bathrooms': '4', 'Toilets': '5', 'Armored door': 'No', 'Surface of the plot': '1106 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Primary energy consumption': '125 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20230628-0001886307-RES-3', 'CO₂ emission': '12675 kg CO₂/m²', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'A', 'G-score': 'A', 'Cadastral income': '€ 4,500\n4500 €', 'Tenement building': 'No', 'Address': 'Kustlaan 277\n8300 - Knokke-Heist', 'Website': 'http://www.knokkerealestate.com', 'External reference': '8079'}",5 bedrooms
"{'street_name': 'Tulpenlaan 8', 'postal_code': '8300', 'town_name': 'Knokke-Heist'}",house,"{'Available as of': 'After signing the deed', 'Available date': 'April 1 2024 - 12:00 AM', 'Neighbourhood or locality': '1 ZOUTE', 'Construction year': '2000', 'Number of floors': '1', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '7', 'Surroundings type': 'Living area (residential, urban or rural)', 'Living area': '368 m²\nsquare meters', 'Kitchen type': 'USA hyper equipped', 'Bedrooms': '5', 'Bedroom 1 surface': '20 m²\nsquare meters', 'Bedroom 2 surface': '23 m²\nsquare meters', 'Bedroom 3 surface': '11 m²\nsquare meters', 'Bedroom 4 surface': '16 m²\nsquare meters', 'Bedroom 5 surface': '15 m²\nsquare meters', 'Bathrooms': '5', 'Shower rooms': '3', 'Toilets': '4', 'Basement': 'Yes', 'Surface of the plot': '1143 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Garden surface': '1143 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '121 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20210318-0002387962-RES-1', 'CO₂ emission': '87 kg CO₂/m²', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Albert plein 10\n8300 - Knokke - Heist', 'Website': 'http://www.cambierdenil.be', 'External reference': '5707166'}",5 bedrooms
"{'street_name': 'Elizabetlaan 55', 'postal_code': '8300', 'town_name': 'Knokke-Heist'}",Renovation obligation: no,"{'Number of floors': '2', 'Building condition': 'Good', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '4', 'Living area': '330 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '5', 'Bathrooms': '3', 'Toilets': '4', 'Attic': 'Yes', 'Armored door': 'Yes', 'Surface of the plot': '899 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Primary energy consumption': '157 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20230912-0002987404-RES-1', 'CO₂ emission': '10025 kg CO₂/m²', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'B', 'G-score': 'A', 'Cadastral income': '€ 2,039\n2039 €', 'Tenement building': 'No', 'Address': 'Kustlaan 277\n8300 - Knokke-Heist', 'Website': 'http://www.knokkerealestate.com', 'External reference': '8195'}",5 bedrooms
"{'street_name': 'Tulpenlaan 8', 'postal_code': '8300', 'town_name': 'Knokke-Heist Knokke'}","Luxuriously finished and detached villa with swimming pool on a beautiful sunny plot of 1.143m² for sale in a quiet and pleasant area in the Zoute. Layout of the villa: Entrance hall with cloak room and guest toilet. The first floor of this luxury object is divided into a very luminous living room with gas fireplace and large windows overlooking the beautiful garden with outdoor heated pool. Adjacent to this beautiful living space is the open kitchen with breakfast area, equipped with all luxury and household appliances. Storage room with connection for washing machine and dryer. Basement with extra storage space and technical room. On the ground floor there is a first bedroom with ensuite shower room. The bedroom also offers access to the garden and terrace. Perfectly oriented and landscaped garden with imposing heated outdoor pool and pleasant sun terrace. This villa includes on the second floor four full sized bedrooms with fitted cupboards and each with an individual bath or shower room. The master bedroom also provides access to the spacious and sunny roof terrace. There is a spacious indoor garage and several parking spaces in front of the villa. Modern architecture features lots of glass and open spaces bathed in light. This unique gem nestled in the heart of Zoute guarantees light, luxury and privacy.","{'Available as of': 'After signing the deed', 'Neighbourhood or locality': 'Knokke', 'Number of floors': '2', 'Building condition': 'As new', 'Street frontage width': '11.24 m', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '7', 'Surroundings type': 'Isolated', 'Living area': '368 m²\nsquare meters', 'Living room surface': '68 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'Hyper equipped', 'Kitchen surface': '19 m²\nsquare meters', 'Bedrooms': '5', 'Bedroom 1 surface': '18 m²\nsquare meters', 'Bedroom 2 surface': '23 m²\nsquare meters', 'Bedroom 3 surface': '11 m²\nsquare meters', 'Bedroom 4 surface': '16 m²\nsquare meters', 'Bedroom 5 surface': '16 m²\nsquare meters', 'Bathrooms': '5', 'Shower rooms': '4', 'Toilets': '4', 'Basement': 'Yes', 'Surface of the plot': '1143 m²\nsquare meters', 'Width of the lot on the street': '14.85 m\nmeters', 'Gas, water & electricity': 'Yes', 'Terrace surface': '74 m²\nsquare meters', 'Primary energy consumption': '121 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '2387962', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Sparrendreef 80\n8300 - Knokke', 'Website': 'http://www.immobrownknokke.be', 'External reference': '5707094'}",5 bedrooms
"{'street_name': 'Tulpenlaan 8', 'postal_code': '8300', 'town_name': 'Knokke-Heist Knokke'}","Luxuriously finished and detached villa with swimming pool on a beautiful sunny plot of 1.143m² for sale in a quiet and pleasant area in the Zoute. Layout of the villa: Entrance hall with cloak room and guest toilet. The first floor of this luxury object is divided into a very luminous living room with gas fireplace and large windows overlooking the beautiful garden with outdoor heated pool. Adjacent to this beautiful living space is the open kitchen with breakfast area, equipped with all luxury and household appliances. Storage room with connection for washing machine and dryer. Basement with extra storage space and technical room. On the ground floor there is a first bedroom with ensuite shower room. The bedroom also offers access to the garden and terrace. Perfectly oriented and landscaped garden with imposing heated outdoor pool and pleasant sun terrace. This villa includes on the second floor four full sized bedrooms with fitted cupboards and each with an individual bath or shower room. The master bedroom also provides access to the spacious and sunny roof terrace. There is a spacious indoor garage and several parking spaces in front of the villa. Modern architecture features lots of glass and open spaces bathed in light. This unique gem nestled in the heart of Zoute guarantees light, luxury and privacy.","{'Available as of': 'After signing the deed', 'Neighbourhood or locality': 'Knokke', 'Number of floors': '2', 'Building condition': 'As new', 'Street frontage width': '11.24 m', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '7', 'Surroundings type': 'Isolated', 'Living area': '368 m²\nsquare meters', 'Living room surface': '68 m²\nsquare meters', 'Dining room': 'Yes', 'Kitchen type': 'Hyper equipped', 'Kitchen surface': '19 m²\nsquare meters', 'Bedrooms': '5', 'Bedroom 1 surface': '18 m²\nsquare meters', 'Bedroom 2 surface': '23 m²\nsquare meters', 'Bedroom 3 surface': '11 m²\nsquare meters', 'Bedroom 4 surface': '16 m²\nsquare meters', 'Bedroom 5 surface': '16 m²\nsquare meters', 'Bathrooms': '5', 'Shower rooms': '4', 'Toilets': '4', 'Basement': 'Yes', 'Surface of the plot': '1143 m²\nsquare meters', 'Width of the lot on the street': '14.85 m\nmeters', 'Gas, water & electricity': 'Yes', 'Terrace surface': '74 m²\nsquare meters', 'Primary energy consumption': '121 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '2387962', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Sparrendreef 80\n8300 - Knokke', 'Website': 'http://www.immobrownknokke.be', 'External reference': '5436091'}",5 bedrooms
address,description,info,overview
"{'street_name': 'Elizabetlaan 55', 'postal_code': '8300', 'town_name': 'Knokke-Heist'}","Een exclusieve villa in het Zoute, omgeven door weelderig groen en gelegen aan een rustige doodlopende straat in de nabijheid van de Kalfsmolen en de Graaf Jansdijk. De indeling van het huis omvat een inkomhal met vestiaire en gastentoilet, een riante woon- en eetkamer met directe toegang tot de ideaal gelegen tuin met zwembad. De volledig uitgeruste keuken met moderne apparatuur beschikt tevens over een gezellige ontbijthoek. Een praktische wasruimte/berging is eveneens aangehecht. Op de bovenverdieping bevindt zich de master bedroom met aangrenzende badkamer, voorzien van een ligbad, douche, wastafel en toilet. Daarnaast zijn er drie volwaardige slaapkamers, elk met een eigen privé douchekamer. Op de tweede verdieping zijn er twee ruime slaapkamers met een gedeelde douchekamer. Een inpandige garage en meerdere parkeerplaatsen zijn beschikbaar, evenals een zwembad. Momenteel ondergaat de villa renovatiewerken. Uw toekomstige villa? Om een bezoek in te plannen kan u ons altijd contacteren op verkoop@hetzoute.be of 050 60 33 33.","{'Available as of': 'After signing the deed', 'Neighbourhood or locality': 'Het Zoute', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '4', 'Living area': '350 m²\nsquare meters', 'Kitchen type': 'USA hyper equipped', 'Bedrooms': '5', 'Bathrooms': '3', 'Toilets': '4', 'Surface of the plot': '899 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '157 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20230912-0002987404-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Cadastral income': '€ 1,586\n1586 €', 'Tenement building': 'No', 'Address': 'Zeedijk Knokke 631\n8300 - Knokke', 'External reference': '5567172'}",5 bedrooms
"{'street_name': 'Vauxelles 7', 'postal_code': '8300', 'town_name': 'Knokke-Heist'}","Exceptional and totally renovated villa located near the Kalfsmolen, situated in a cul-de-sac. Entrance hall with guest toilet. Bright and spacious living room overlooking the garden. Fully equipped kitchen with breakfast corner and storage room. First floor: master bedroom with ensuite bathroom (shower, bath and toilet). 4 full-size bedrooms each with ensuite shower room. Second floor: 2 full-size bedrooms. Shower room. All rooms have fitted wardrobes. Swimming pool. There is also an indoor garage.The villa is currently under renovation.Feel free to contact us to see the plans or schedule a visit! Renovation obligation: unknown","{'Available as of': 'To be defined', 'Construction year': '1991', 'Number of floors': '3', 'Building condition': 'Just renovated', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Outdoor parking spaces': '3', 'Surroundings type': 'Countryside', 'Living area': '289 m²\nsquare meters', 'Kitchen type': 'USA hyper equipped', 'Bedrooms': '7', 'Bathrooms': '6', 'Shower rooms': '6', 'Toilets': '5', 'Furnished': 'No', 'Armored door': 'Yes', 'Surface of the plot': '988 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Terrace': 'Yes', 'Primary energy consumption': '198 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '3014336', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Kustlaan 105\n8300 - Knokke-Heist', 'Website': 'http://www.hetzoute.be', 'External reference': '5597067'}",7 bedrooms
"{'street_name': 'Vauxelles 7', 'postal_code': '8300', 'town_name': 'Knokke-Zoute'}",GERENOVEERDE KOPPELVILLA TE KNOKKE-HEIST,"{'Available date': 'January 1 2024 - 12:00 AM', 'Construction year': '1991', 'Number of floors': '2', 'Building condition': 'As new', 'Street frontage width': '14 m', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '10', 'Living area': '289 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '7', 'Bathrooms': '6', 'Shower rooms': '6', 'Toilets': '3', 'Armored door': 'Yes', 'Surface of the plot': '988 m²\nsquare meters', 'Width of the lot on the street': '25 m\nmeters', 'Connection to sewer network': 'Connected', 'Garden surface': '821 m²\nsquare meters', 'Terrace surface': '821 m²\nsquare meters', 'Primary energy consumption': '198 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '3014336', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Total ground floor buildable': '167 m²\nsquare meters', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'A', 'G-score': 'A', 'Cadastral income': '€ 2,481\n2481 €', 'Tenement building': 'No', 'Address': 'Dumortierlaan 61\n8300 - Knokke-Heist', 'Website': 'http://www.immocolpin.be', 'External reference': 'Vauxelles'}",7 bedrooms
"{'street_name': 'Vauxelles 7', 'postal_code': '8300', 'town_name': 'Knokke-Heist'}",Renovation obligation: no,"{'Available as of': 'At delivery', 'Construction year': '1991', 'Number of floors': '2', 'Building condition': 'Just renovated', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '10', 'Surroundings type': 'Living area (residential, urban or rural)', 'Living area': '212 m²\nsquare meters', 'Living room': 'Yes', 'Kitchen type': 'USA hyper equipped', 'Bedrooms': '7', 'Bedroom 1 surface': '15 m²\nsquare meters', 'Bedroom 2 surface': '15 m²\nsquare meters', 'Bedroom 3 surface': '15 m²\nsquare meters', 'Bathrooms': '6', 'Surface of the plot': '988 m²\nsquare meters', 'Terrace': 'Yes', 'Primary energy consumption': '198 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '3014336-RES1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Electric', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Living area (residential, urban or rural)', 'Tenement building': 'No', 'Address': 'Koningslaan 131\n8300 - Knokke-Heist', 'Website': 'http://www.immax.be', 'External reference': '5602359'}",7 bedrooms
"{'street_name': 'Vauxelles 7', 'postal_code': '8300', 'town_name': 'Knokke-Zoute'}",Renovation obligation: unknown,"{'Construction year': '1989', 'Building condition': 'As new', 'Covered parking spaces': '1', 'Outdoor parking spaces': '1', 'Living area': '290 m²\nsquare meters', 'Bedrooms': '7', 'Bathrooms': '6', 'Toilets': '3', 'Surface of the plot': '988 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Terrace': 'Yes', 'Primary energy consumption': '198 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '3014336', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'A', 'G-score': 'A', 'Cadastral income': '€ 2,481\n2481 €', 'Tenement building': 'No', 'Address': 'Zeedijk 673\n8300 - Knokke', 'Website': 'http://www.knokkehomes.be', 'External reference': 'TK603'}",7 bedrooms
"{'street_name': 'Vauxelles 7', 'postal_code': '8300', 'town_name': 'Knokke-Zoute'}",Renovation obligation: no,"{'Construction year': '1991', 'Number of floors': '2', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '1', 'Outdoor parking spaces': '3', 'Living area': '289 m²\nsquare meters', 'Kitchen type': 'Hyper equipped', 'Bedrooms': '7', 'Bathrooms': '6', 'Armored door': 'No', 'Surface of the plot': '988 m²\nsquare meters', 'Primary energy consumption': '198 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'D', 'Reference number of the EPC report': '20231013-0003014336-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Heating type': 'Gas', 'Heat pump': 'No', 'Photovoltaic solar panels': 'No', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'P-score': 'A', 'G-score': 'A', 'Cadastral income': '€ 2,392\n2392 €', 'Tenement building': 'No', 'Address': 'Kustlaan 277\n8300 - Knokke-Heist', 'Website': 'http://www.knokkerealestate.com', 'External reference': '7774'}",7 bedrooms
"{'street_name': 'Brekelen 30', 'postal_code': '2990', 'town_name': 'Wuustwezel'}","In a cul de sac, we find this exceptional and highly exclusive estate villa on a plot of 1ha with a beautifully landscaped zen park garden with various water features. Combine privacy and ultimate security in a green environment with the luxury of all amenities (shops, hospital, parks, ...) within reach. The main building has 5 suites with bathrooms, an indoor caretaker's residence, indoor pool, fitness room, hammam, studio, study, modern dining kitchen, dining room and living room and was built with materials of the highest quality. We drive to the courtyard of the villa via the beautiful driveway. Contact us for more information! Vg - Wp - Gmo - Gvkr - Gvv EPC B-label","{'Available date': 'May 15 2024 - 12:00 AM', 'Construction year': '2023', 'Building condition': 'Good', 'Covered parking spaces': '1', 'Living area': '210 m²\nsquare meters', 'Bedrooms': '4', 'Bathrooms': '1', 'Toilets': '2', 'Surface of the plot': '413 m²\nsquare meters', 'Connection to sewer network': 'Connected', 'Primary energy consumption': 'Not specified', 'Energy class': 'Not specified', 'Reference number of the EPC report': 'Not specified', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'As built plan': 'No', 'E-level (overall energy performance)': '30', 'Heat pump': 'Yes', 'Photovoltaic solar panels': 'Yes', 'Thermic solar panels': 'No', 'Double glazing': 'Yes', 'Obligation to build': 'No', 'Subdivision permit': 'Yes', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Tenement building': 'No', 'Address': 'Lage Kaart 371\n2930 - Brasschaat', 'External reference': 'EWUU0402C'}",4 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2930', 'town_name': 'Brasschaat'}",,"{'Construction year': '2004', 'Building condition': 'As new', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Outdoor parking spaces': '3', 'Living area': '1569 m²\nsquare meters', 'Bedrooms': '6', 'Bathrooms': '5', 'Surface of the plot': '10550 m²\nsquare meters', 'Primary energy consumption': '144 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20230227-0002822776-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Planning permission obtained': 'Yes', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Latest land use designation': 'Residential park', 'Cadastral income': '€ 18,524\n18524 €', 'Tenement building': 'No', 'Address': 'Jordaenskaai, 21\n2000 - Antwerpen', 'Website': 'http://www.demeester.eu', 'External reference': '5445821'}",6 bedrooms
"{'street_name': 'Ask for the exact address', 'postal_code': '2930', 'town_name': 'Brasschaat'}",,"{'Construction year': '2008', 'Number of floors': '4', 'Building condition': 'Good', 'Number of frontages': '4', 'Covered parking spaces': '3', 'Living area': '1484 m²\nsquare meters', 'Living room': 'Yes', 'Bedrooms': '6', 'Dressing room': 'No', 'Bathrooms': '5', 'Basement surface': '369 m²\nsquare meters', 'Armored door': 'Yes', 'Surface of the plot': '10550 m²\nsquare meters', 'Land is facing street': 'No', 'Wooded land': 'No', 'Plot at rear': 'Yes', 'Flat land': 'Yes', 'Connection to sewer network': 'Connected', 'Gas, water & electricity': 'Yes', 'Primary energy consumption': '144 kWh/m²\nkilowatt hour per square meters', 'Energy class': 'B', 'Reference number of the EPC report': '20230227-0002822776-RES-1', 'CO₂ emission': 'Not specified', 'Yearly theoretical total energy consumption': 'Not specified', 'Photovoltaic solar panels': 'Yes', 'Thermic solar panels': 'No', 'Common water heater': 'No', 'Double glazing': 'Yes', 'Planning permission obtained': 'Yes', 'Type of building': 'All kind', 'Obligation to build': 'No', 'Subdivision permit': 'No', 'Possible priority purchase right': 'No', 'Proceedings for breach of planning regulations': 'No', 'Flood zone type': 'Non flood zone', 'Latest land use designation': 'Residential park', 'Cadastral income': '€ 18,524\n18524 €', 'Tenement building': 'No', 'Address': 'Bredabaan 235\n2930 - Brasschaat', 'Website': 'http://www.hillewaere.be', 'External reference': '01/8790'}",6 bedrooms
